序号,来源,动作编码,动作名称,器械,原始一级分类,原始子分类,实际一级分类,实际二级肌肉,实际三级肌区,用户可见路径,主动肌区,协同肌区,可疑提示,审核结论,建议一级分类,建议二级肌肉,建议三级肌区,建议器械,审核备注
395,imported,SMITH_BEHIND_BACK_SHRUG,史密斯背后耸肩,史密斯,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
396,imported,BAND_SHRUG,弹力带-弹力带耸肩,弹力带,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
397,imported,SHRUG_MACHINE,耸肩器耸肩,自重,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
398,imported,BB_OVERHEAD_SHRUG,杠铃过头耸肩,杠铃,斜方肌,,背,斜方肌,,背 > 斜方肌,traps,,名称像肩部,,,,,,
849,imported,SKI_ERG,滑雪机,其他,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
856,imported,SKIING,滑雪,自重,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
862,imported,INCLINE_WALK,爬坡走,自重,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
864,imported,BB_TRAP_BAR_CARRY,六角杠农夫行走,杠铃,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
865,imported,KB_FARMER_CARRY,壶铃农夫行走,壶铃,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
868,imported,BRISK_WALK,快走,自重,有氧,稳态有氧,有氧,,,有氧,,,有氧名称需复核,,,,,,
881,imported,ELBOW_CIRCLE,肘关节环绕臂部运动,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
883,imported,DB_SHOULDER_CIRCLE,站姿哑铃肩部环绕,哑铃,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
884,imported,ALTERNATING_ARM_CIRCLE,站立交替手臂画圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
885,imported,DOUBLE_ARM_CIRCLE,站立双臂画圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
886,imported,SINGLE_ARM_CIRCLE,站立单臂画圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
911,imported,WRIST_CIRCLES,手腕环绕,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
917,imported,BAND_HIP_PULL_THROUGH,弹力带髋部拉动_拉力带穿越,弹力带,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
919,imported,BAND_PULL_THROUGH,弹力带拉穿,弹力带,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
922,imported,KNEELING_KNEE_CIRCLE,跪姿膝盖画圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
923,imported,ELBOW_CIRCLE_2,肘绕圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
924,imported,SHOULDER_CIRCLE,肩绕圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
925,imported,ROLLING_BRIDGE,滚动桥式,自重,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,拉伸名称需复核,,,,,,
928,imported,STANDING_HIP_CIRCLE,站姿髋部环绕,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
930,imported,SCAPULAR_RETRACTION_MOBILITY,肩胛骨后缩灵活性,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
931,imported,SCAPULAR_UPWARD_ROTATION,肩胛骨上回旋灵活性,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
932,imported,SCAPULAR_DOWNWARD_ROTATION,肩胛骨下回旋灵活性,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
948,imported,BENT_OVER_CAT_STRETCH,俯身猫式,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
