序号,来源,动作编码,动作名称,器械,原始一级分类,原始子分类,实际一级分类,实际二级肌肉,实际三级肌区,用户可见路径,主动肌区,协同肌区,可疑提示,审核结论,建议一级分类,建议二级肌肉,建议三级肌区,建议器械,审核备注
65,curated,EZ_BAR_CURL,EZ杠弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,forearms,,,,,,,
66,curated,DB_CURL,哑铃弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,forearms,,,,,,,
67,curated,HAMMER_CURL,锤式弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,forearms,,,,,,,
68,curated,INCLINE_DB_CURL,上斜哑铃弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,forearms,,,,,,,
69,curated,CONCENTRATION_CURL,集中弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
70,curated,SPIDER_CURL,蜘蛛弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
71,curated,PREACHER_CURL,牧师凳弯举,杠铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,forearms,,,,,,,
72,curated,CABLE_CURL,绳索弯举,绳索,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,forearms,,,,,,,
73,curated,MACHINE_CURL,器械弯举,器械,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,,,,,,,,
74,curated,ZOTTMAN_CURL,扎特曼弯举,哑铃,二头,,手臂,肱二头肌,,手臂 > 肱二头肌,biceps,forearms,,,,,,,
75,curated,REVERSE_CURL,反握弯举,杠铃,二头,,手臂,前臂,,手臂 > 前臂,forearms,biceps,,,,,,,
76,curated,TRICEP_PUSHDOWN,绳索下压,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
77,curated,ROPE_PUSHDOWN,绳柄下压,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
78,curated,SKULL_CRUSHER,仰卧臂屈伸,杠铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
79,curated,CLOSE_GRIP_BENCH,窄距卧推,杠铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,chest|deltFront,,,,,,,
80,curated,OVERHEAD_TRICEP_EXT,哑铃过顶臂屈伸,哑铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
81,curated,CABLE_OVERHEAD_EXT,绳索过顶臂屈伸,绳索,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
82,curated,TRICEP_KICKBACK,哑铃臂屈伸后踢,哑铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
83,curated,TRICEP_DIP,双杠臂屈伸(三头),自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,chest|deltFront,,,,,,,
84,curated,BENCH_DIP,凳上臂屈伸,自重,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,deltFront,,,,,,,
85,curated,MACHINE_TRICEP_EXT,器械臂屈伸,器械,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,,,,,,,,
86,curated,JM_PRESS,JM推,杠铃,三头,,手臂,肱三头肌,,手臂 > 肱三头肌,triceps,chest,,,,,,,
87,curated,WRIST_CURL,腕弯举,杠铃,前臂,,手臂,前臂,,手臂 > 前臂,forearms,,,,,,,,
88,curated,REVERSE_WRIST_CURL,反向腕弯举,杠铃,前臂,,手臂,前臂,,手臂 > 前臂,forearms,,,,,,,,
89,curated,BB_SQUAT,杠铃深蹲,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|hams|lowerBack|adductors,,,,,,,
90,curated,FRONT_SQUAT,颈前深蹲,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|lowerBack|abs,,,,,,,
91,curated,SMITH_SQUAT,史密斯深蹲,史密斯,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|hams,,,,,,,
92,curated,HACK_SQUAT,哈克深蹲,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes,,,,,,,
93,curated,GOBLET_SQUAT,高脚杯深蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|adductors,,,,,,,
94,curated,LEG_PRESS,腿举,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|hams,,,,,,,
95,curated,LEG_EXTENSION,腿屈伸,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
96,curated,BULGARIAN_SPLIT_SQUAT,保加利亚分腿蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|hams|adductors,,,,,,,
97,curated,LUNGE,箭步蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|hams,,,,,,,
98,curated,WALKING_LUNGE,行走箭步蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|hams,,,,,,,
99,curated,STEP_UP,箱式登踏,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|hams,,,,,,,
100,curated,SISSY_SQUAT,西西里深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
101,curated,PISTOL_SQUAT,单腿深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|hams|abs,,,,,,,
102,curated,LEG_CURL,俯卧腿弯举,器械,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,calves,,,,,,,
103,curated,SEATED_LEG_CURL,坐姿腿弯举,器械,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,calves,,,,,,,
104,curated,ROMANIAN_DL,罗马尼亚硬拉,杠铃,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,glutes|lowerBack,,,,,,,
105,curated,DB_RDL,哑铃罗马尼亚硬拉,哑铃,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,glutes|lowerBack,,,,,,,
106,curated,STIFF_LEG_DL,直腿硬拉,杠铃,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,glutes|lowerBack,,,,,,,
107,curated,NORDIC_CURL,北欧挺,自重,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,calves,,,,,,,
108,curated,HIP_ADDUCTION,髋内收,器械,腿,,腿,内收肌,,腿 > 内收肌,adductors,,,,,,,,
109,curated,BOX_SQUAT,箱式深蹲,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,glutes|hams|lowerBack,,,,,,,
110,curated,GLUTE_HAM_RAISE,臀腿挺,自重,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,glutes|calves,,,,,,,
111,curated,STANDING_CALF_RAISE,站姿提踵,器械,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
112,curated,SEATED_CALF_RAISE,坐姿提踵,器械,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
113,curated,DB_CALF_RAISE,哑铃提踵,哑铃,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
114,curated,DONKEY_CALF_RAISE,驴式提踵,器械,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
115,curated,HIP_ABDUCTION,髋外展,器械,臀,臀中肌,臀,臀中肌,,臀 > 臀中肌,gluteMed,,,,,,,,
116,curated,HIP_THRUST,杠铃臀冲,杠铃,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,hams|quads,,,,,,,
117,curated,BB_GLUTE_BRIDGE,杠铃臀桥,杠铃,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,hams,,,,,,,
118,curated,SINGLE_LEG_HIP_THRUST,单腿臀冲,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,hams,,,,,,,
119,curated,CABLE_KICKBACK,绳索后踢腿,绳索,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,hams,,,,,,,
120,curated,GLUTE_KICKBACK_MACHINE,器械后踢腿,器械,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,hams,,,,,,,
121,curated,SUMO_DEADLIFT,相扑硬拉,杠铃,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,quads|hams|lowerBack|adductors,,,,,,,
122,curated,SUMO_SQUAT,相扑深蹲,哑铃,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,quads|adductors|hams,,,,,,,
123,curated,CURTSY_LUNGE,屈膝礼箭步蹲,哑铃,臀,臀中肌,臀,臀中肌,,臀 > 臀中肌,gluteMed,quads|hams|adductors,,,,,,,
124,curated,FROG_PUMP,蛙泵,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,hams,,,,,,,
125,curated,KETTLEBELL_SWING,壶铃摆荡,壶铃,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,hams|lowerBack|deltFront,,,,,,,
126,curated,PLANK,平板支撑,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,obliques|lowerBack,,,,,,,
127,curated,SIDE_PLANK,侧平板支撑,自重,核心,核心稳定,核心,腹斜肌,,核心 > 腹斜肌,obliques,abs,,,,,,,
128,curated,HANGING_LEG_RAISE,悬垂举腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,obliques|forearms,,,,,,,
129,curated,HANGING_KNEE_RAISE,悬垂提膝,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,obliques|forearms,,,,,,,
130,curated,LEG_RAISE,仰卧举腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,obliques,,,,,,,
131,curated,CRUNCH,卷腹,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
132,curated,CABLE_CRUNCH,绳索卷腹,绳索,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
133,curated,BICYCLE_CRUNCH,单车卷腹,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,abs,,,,,,,
134,curated,V_UP,V字两头起,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,obliques,,,,,,,
135,curated,RUSSIAN_TWIST,俄罗斯转体,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,abs,,,,,,,
136,curated,AB_WHEEL,健腹轮,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,obliques|lowerBack|lats,,,,,,,
137,curated,MOUNTAIN_CLIMBER,登山者,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,obliques|quads,,,,,,,
138,curated,DEAD_BUG,死虫式,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,obliques,,,,,,,
139,curated,WOODCHOPPER,绳索伐木,绳索,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,abs,,,,,,,
140,curated,PALLOF_PRESS,帕洛夫推,绳索,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,abs,,,,,,,
141,curated,TOE_TOUCH,仰卧摸脚,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
142,curated,FLUTTER_KICK,交替踢腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,obliques,,,,,,,
143,curated,HOLLOW_HOLD,空心支撑,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,obliques,,,,,,,
144,curated,POWER_CLEAN,高翻,杠铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,traps|quads,glutes|hams|lowerBack|deltFront,,,,,,,
145,curated,HANG_CLEAN,悬垂翻,杠铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,traps|quads,glutes|hams|deltFront,,,,,,,
146,curated,CLEAN_AND_JERK,挺举,杠铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,quads|deltFront,glutes|hams|traps|triceps|lowerBack,,,,,,,
147,curated,SNATCH,抓举,杠铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,deltFront|traps,glutes|hams|quads|lowerBack|triceps,,,,,,,
148,curated,THRUSTER,推举深蹲,杠铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,quads|deltFront,glutes|triceps|traps,,,,,,,
149,curated,KB_CLEAN,壶铃翻,壶铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,traps|glutes,hams|quads|deltFront|forearms,,,,,,,
150,curated,KB_SNATCH,壶铃抓举,壶铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,deltFront|glutes,hams|traps|quads|forearms,,,,,,,
151,curated,TURKISH_GET_UP,土耳其起立,壶铃,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,abs,deltFront|obliques|glutes|quads,,,,,,,
152,curated,BURPEE,波比跳,自重,功能性,,功能性,,爆发奥举,功能性 > 爆发奥举,quads,chest|triceps|abs|glutes,,,,,,,
153,curated,FARMER_CARRY,农夫行走,哑铃,功能性,,功能性,,负重搬运,功能性 > 负重搬运,forearms|traps,abs|obliques|glutes|quads,,,,,,,
154,imported,DECLINE_HAMMER_CHEST_PRESS,下斜悍马机推胸,悍马机,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
155,imported,INCLINE_HAMMER_CHEST_PRESS,上斜悍马机推胸,悍马机,胸,上胸,胸,胸大肌,上胸,胸 > 上胸,chest,,,,,,,,
156,imported,CHEST_OPENER,扩胸开合,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
157,imported,MACHINE_LOW_CHEST_FLY,器械坐姿下夹胸,器械,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
158,imported,INCLINE_HAMMER_FLY,上斜悍马机飞鸟,悍马机,胸,上胸,胸,胸大肌,上胸,胸 > 上胸,chest,,,,,,,,
159,imported,BB_LEG_RAISED_BENCH_PRESS,抬腿杠铃卧推,杠铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
160,imported,PAUSE_BENCH_PRESS,暂停卧推,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
161,imported,FLAT_DB_BENCH_PRESS,平躺哑铃卧推,哑铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
162,imported,HAMMER_CHEST_PRESS,悍马机推胸,悍马机,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
163,imported,DECLINE_SMITH_BENCH_PRESS,下斜史密斯机卧推,史密斯,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
164,imported,INCLINE_SMITH_BENCH_PRESS,上斜史密斯机卧推,史密斯,胸,上胸,胸,胸大肌,上胸,胸 > 上胸,chest,,,,,,,,
165,imported,SMITH_VBAR_BENCH_PRESS,史密斯 V-bar 卧推,史密斯,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
166,imported,FLAT_DB_FLY,平躺哑铃飞鸟,哑铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
167,imported,HANDLE_PEC_DECK,把手式蝴蝶机飞鸟,器械,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
168,imported,PEC_DECK_FLY,蝴蝶机飞鸟,器械,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
169,imported,CABLE_CROSSOVER,绳索十字夹胸,绳索,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
170,imported,STEP_PUSH_UP,上台阶俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
171,imported,KNEELING_PUSH_UP,跪姿俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
172,imported,REVERSE_PUSH_UP,反手俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
173,imported,FLOOR_FLY,地板飞鸟,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
174,imported,FLAT_CABLE_FLY,平板绳索夹胸,绳索,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
175,imported,INCLINE_CABLE_FLY,上斜绳索夹胸,绳索,胸,上胸,胸,胸大肌,上胸,胸 > 上胸,chest,,,,,,,,
176,imported,DECLINE_CABLE_FLY,下斜绳索夹胸,绳索,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
177,imported,REVERSE_INCLINE_DB_PRESS,反手上斜哑铃卧推,哑铃,胸,上胸,胸,胸大肌,上胸,胸 > 上胸,chest,,,,,,,,
178,imported,REVERSE_DB_BENCH_PRESS,反手哑铃卧推,哑铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
179,imported,FLOOR_REVERSE_DB_PRESS,地板反手哑铃卧推,哑铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
180,imported,FLOOR_DB_NEUTRAL_PRESS,地板哑铃卧推（锤式）,哑铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
